Content	Label
A dynamo produces an electric current. It is based on the principle: A. magnets have attractive property B. conductors carrying current behave like magnets C. electromagnetic induction D. none of these	Physics
Suppose that the acceleration of a free fall at the surface of a distant planet was found to be equal to that at the surface of the earth. If the diameter of the planet were twice the diameter of the earth, then the ratio of mean density of the planet to that of the earth would be: A . 4: 1 B . 2: 1 c. 1: 1 D. 1: 2	Physics
Which of the following statement is correct? ( mathbf{A} cdot p K_{w}=14 ) at all temperature B ( cdot p K_{w}=0 ) at ( 0^{0} C ) C ( cdot p K_{w} ) decreases with increase temperature D. ( p K_{w} ) increases with increase in temperature	Chemistry
Which of the following statements is/are correct? This question has multiple correct options A. Liebig's method is used for the quantitative estimation of both ( C ) and ( H ) B. Dumas method is used for the quantitative estimation of ( mathrm{N} ) in all nitrogen-containing organic compounds. C. In Liebig's combustion method, dry CuO is used. D. Silver salt method is a chemical method for the determination of equivalent mass of organic acids.	Chemistry
( A ) and ( B ) are two sets such that ( n(A cup ) ( B)=25, nleft(A^{prime} cap Bright)=8 ) and ( n(A cap ) ( left.boldsymbol{B}^{prime}right)=mathbf{9} ) Use venn -diagram to find ( n(B-A) )	Maths
Heat of combustion ( Delta H^{o} ) for ( boldsymbol{C}(boldsymbol{s}), boldsymbol{H}_{2}(boldsymbol{g}) ) and ( boldsymbol{C H}_{4}(boldsymbol{g}) ) are ( -mathbf{9 4},-mathbf{6 8} ) and ( -213 k c a l / ) mol respectively. Then ( Delta H^{o} ) for ( C(s)+2 H_{2}(g) rightarrow C H_{4} ) is: A ( .-17 k c a l / m o l ) B. -111 kcal / mol c. ( -170 mathrm{kcal} / mathrm{mol} ) D. ( -85 k c a l / m o l )	Chemistry
State true or false: With reference to the figure, ( mathbf{2} boldsymbol{P} boldsymbol{R}=boldsymbol{A} boldsymbol{B}+boldsymbol{A} boldsymbol{C} ) A. True B. False	Maths
The possible beneficial affect of grazing animals is the A. Removal of wild animals B. Eradication of weeds C. Removal of wild plants D. Addition of their excrete to the soil	Biology
A particle is moving in a circle of radius ( R ) in such a way that at any instant the normal and tangential components of its acceleration are equal. If its speed at ( t=0 ) is ( v_{o} ) the time taken to complete the first revolution is A ( cdot R / v_{o} ) в. ( v_{o} / R ) C ( cdotleft(R / v_{o}right) timesleft(1-e^{-2 pi}right) ) D. ( left(R / v_{o}right) timesleft(e^{-2 pi}right) )	Physics
Let ( f(x)=x^{3}-6 x^{2}-10 x ) and let ( c ) be the number that satisfies the Mean value theorem for ( f ) on the interval ( [-4,5] . ) What is ( c ? ) A . -1 B. -2 c. 0 D.	Maths
Compressed Natural Gas (CNG) is A. Propane B. Methane c. Ethane D. Butane	Biology
What are the disadvantages of global warming?	Biology
Find the slope of the line passing through the points (-1,1) and (2,2)	Maths
( boldsymbol{A}_{text {organic }} )Compound( +boldsymbol{O}_{2} rightarrow boldsymbol{X}+boldsymbol{Y}+boldsymbol{Z} ) Compound ( (A) ) in pure form does not give ppt. with ( A g N O_{3} ) solution. mixture containing ( 70 % ) of ( (A) ) and ( 30 % ) of ether is used as an anaesthetic. Compound ( (X) ) and ( (Y) ) are oxides while ( (mathrm{Z}) ) is a pungent smelling gas. ( (mathrm{X} ) is a neutral oxide which turns cobalt chloride paper pink. Compound (Y) turns lime water milky and produces an acidic solution with water. Compounds ( (A),(X),(Y) ) and ( (Z) ) respectively will be : A ( cdot C H_{4}, H_{2} O, C O_{2}, C l ) в. ( C H C l_{3}, H_{2} O, C O_{2}, C l_{2} ) c. ( C H_{3} ) ОН ( , H_{2} ) О ( , mathrm{CO}_{2}, mathrm{N}_{2} ) D. ( N H_{2} C O N H_{2}, H_{2} O, N_{2} O, C O_{2} )	Chemistry
The value of ( int_{-pi / 2}^{pi / 2} log left(frac{2-sin theta}{2+sin theta}right) d theta ) is ( mathbf{A} cdot mathbf{0} ) B. ( c cdot 2 ) D. None of these	Maths
Neanderthal man lived in A. Desert B. Deep forest c. Mountains D. caves	Biology
Name two varieties of cloth materials which are commonly used.	Chemistry
Let ( x=log _{4} 9+log _{9} 28 ) show that ( [x]=3, ) where ( [x] ) denotes the greatest integer less than or equal to ( x )	Maths
Q Type your question ferromagnetic material can be ploted as : ( A ) B. ( c ) ( D )	Physics
In a reaction, ( Delta H ) and ( Delta S ) both are more than zero. In which of the following cases, the reaction would not be spontaneous? This question has multiple correct options ( mathbf{A} cdot Delta H>T Delta S ) в. ( T Delta S>Delta H ) c. ( Delta H=T Delta S ) D. ( Delta G<0 )	Chemistry
Write the correct alternatives: According to Mendeleev's periodic law, properties of elements are periodic function of their. A. Atomic number B. Atomic masses c. Densities D. Boiling points	Chemistry
After absorbing a slowly moving neutron of Mass ( m_{N} ) (momentum ( approx 0 ) ) a nucleus of mass M breaks into two nuclei of masses ( boldsymbol{m}_{1} ) and ( mathbf{5 m}_{mathbf{1}}left(boldsymbol{6} boldsymbol{m}_{mathbf{1}}=right. ) ( left.M+boldsymbol{m}_{N}right) ) respectively. If the de Broglie wavelength of he nucleus with mass ( m_{1} ) is ( lambda, ) the de Broglie wavelength of the nucleus will be. A ( .5 lambda ) B. ( lambda / 5 ) ( c cdot lambda ) D. ( 25 lambda )	Physics
The electric field between the plates of two oppositely charged plane sheets of charge density' ( sigma^{prime} ) is : A ( cdot+frac{sigma}{2 epsilon_{0}} ) в. ( -frac{sigma}{2 epsilon_{0}} ) c. ( frac{sigma}{epsilon_{0}} ) D. zero	Physics
Who named the negatively charged particles present in cathode rays as electrons? A. J.J. Thomson B. Stoney c. Goldstein D. None of these	Physics
Which element has the most metallic character? A. Boron B. Aluminium c. Indium D. Thallium	Chemistry
Find the geometric mean between 16 and 81 A . 4 B. 9 ( c .36 ) D. 18	Maths
(a) Tabulate the differences in the characteristics of states of matter. (b) Comment upon the following: Rigidity, compressibility, fluidity, filling a gas container, shape, kinetic energy and density	Chemistry
The process by which heat is transferred without the help of any material medium is called	Physics
Find the angle between the lines whose direction cosines satisfy the equation ( ell+boldsymbol{m}+boldsymbol{n}=mathbf{0}, ell^{2}+boldsymbol{m}^{2}-boldsymbol{n}^{2}=mathbf{0} )	Maths
Which of these are particulates? A. Dust and fumes B. Fly ash and smoke c. Mist and fumes D. All of these	Chemistry
Conservation of momentum in a collision between particles can be understood from A. Conservation of energy B. Newton's first law only c. Newton's second law only. D. Both Newton's second and third law.	Physics
The element which could be extracted by electrolytic reduction of its oxide dissolved in a high temperature melt is: A. sodium B. magnesium C. flourine D. aluminium	Chemistry
Dry ice is: A. ice cube B. sodium chioride C . liquid nitrogen D. solid carbon dioxide	Chemistry
The critical angle of a medium B with respect another medium A is ( 45^{circ} ) and the critical angle of a medium C with respect the medium B is ( 30^{circ} . ) The critical angle of medium ( C ) with respect to A is : A. Less than 30 B. Greater than ( 30^{circ} ) ( c cdot 30 ) D. Cannot be determined	Physics
Which of the following is an example of exothermic reaction? ( mathbf{A} cdot H_{2}(g)+C l_{2}(g) rightarrow 2 H C l(g) ; Delta H=-184.6 k J ) B. ( N_{2}(g)+O_{2}(g) rightarrow 2 N O(g) ; Delta H=+180.8 k J ) ( mathbf{c} cdot C(text {graphite})+H_{2} O(g) rightarrow C O(g)+H_{2}(g) ; Delta H= ) ( +1314 k J ) D. ( C(text { graphite })+2 S(s) rightarrow C S_{2}(l) ; Delta H=+91.9 k J )	Chemistry
What is the electric current required to deposit 0.972 g of chromium in three hours? (E.C.E. of chromium is 0.00018 g/c) A . ( 0.50 A ) B. 1A c. zero D. 2.5A	Chemistry
The cost of an article is decreased by 15 %. If the original cost is Rs. ( 80, ) find the new cost. ( mathbf{A} cdot 68 ) B. 65 c. 57 D. 55	Maths
An instrument used to measure high temperature is A. Pyrheliometer B. Pyrometer c. Technometer D. Pyknometer	Physics
If ( 0.1 J ) of energy is stored for the flow of current of ( 0.2 A ) in an inductor, then its inductance value is: A ( .5 H ) в. ( 0.5 H ) ( mathrm{c} cdot 5 m H ) D. ( 50 H ) E . ( 50 mathrm{mH} )	Physics
Give first the step you will use to separate the variable and then solve the equations ( frac{3 p}{10}=6 )	Maths
Astigmatism for a human eye can be removed by using an additional: A. concave lens B. convex lens c. cylindrical lens D. prismatic lens	Physics
The function ( 3 .(2)^{n-1} ) will follow which sequences? ( mathbf{A} cdot 2,6,12,24 ) в. ( 2,4,12,24 . ) c. 0,6,12,24 D. 3,6,12,24	Maths
The number of lines of symmetry in a regular pentagon is A . 3 B. 4 ( c .5 ) ( D )	Maths
Which phenomenon occurs during the following change? Size of naphtalene balls decreases. A. condensation B. sublimation c. evaporation D. melting	Physics
The frequency of radiation emitted when the electron falls from ( n=4 ) to ( boldsymbol{n}=mathbf{1} ) in a hydrogen atom will be : ( left(text { Given, } boldsymbol{h}=mathbf{6 . 6 2 5} times mathbf{1 0}^{-mathbf{3 4}} mathbf{J s}right): ) A ( cdot 3.08 times 10^{15} s^{-1} ) В. ( 2.00 times 10^{16} s^{-1} ) c. ( 1.54 times 10^{17} s^{-1} ) D. ( 1.03 times 10^{14} s^{-1} )	Chemistry
A small coil is introduced between the poles of an electromagnet so that its axis coincides with the magnetic field direction. The cross-sectional area of the coil is equal to ( S=3.0 m m^{2}, ) the number of turns is ( N=60 . ) When the coil turns through ( 180^{circ} ) about its diameter, a galvanometer connected to the coil indicates a charge ( boldsymbol{q}=mathbf{4 . 5} boldsymbol{mu} boldsymbol{C} ) flowing through it. Find the magnetic induction magnitude between the poles, provided the total resistance of the electric circuit equals ( R=40 Omega )	Physics
The velocity of progressive wave which produces the stationary wave, ( y=2 ) ( sin left(frac{pi x}{100}right) cos (pi t) mathrm{m}: ) A. ( 100 m / s ) в. ( 1 mathrm{m} / mathrm{s} ) c. ( 50 m / s ) D. ( 1000 mathrm{m} / mathrm{s} )	Physics
In a physical balance working on the principle of moments, when ( 5 mathrm{mg} ) weight is placed on the left plan, the beam becomes horizontal. Both the empty pans of the balance are of equal mass. Which of the following statements is correct? A. Both the arms are of same length. B. Every object that is weighed using this balance appears lighter than its actual weight c. Left arm is longer than the right arm. D. Left arm is shorter than the right arm.	Physics
Of the given alkali metals, the one with the smallest size is: ( A cdot R b ) B. cs ( c cdot k ) D. Na	Chemistry
With excess of ( C l_{2}, ) ammonia forms: A. ammonium chloride B. nitrogen trichloride c. nitrosyl chloride D. nitrogen	Chemistry
The single-bonded metallic radius of Na is 157 pm. What is the reasonable estimate of the radius of Na assuming that the increment between radii of different magnitudes is 60 pm? ( A cdot 97 mathrm{pm} ) B. 95 pm ( c cdot 93 p m ) D. 99 pm	Chemistry
Find the total number of cations for which I.P of cation is lower than corresponding atom: ( boldsymbol{K}^{+}, boldsymbol{O}^{+}, boldsymbol{N} boldsymbol{e}^{+}, boldsymbol{P}^{+} ) ( boldsymbol{B} boldsymbol{e}^{+}, boldsymbol{N} boldsymbol{a}^{2+} )	Chemistry
Untreated domestic sewage has a low: A. BOD value B. % of dissolved ( 0_{2} ) c. amount of dissolved salts D. value of suspended organic matter	Chemistry
Part of the brain acting as relay centre is A. Thalamus B. Hypothalamus D. Pituitary	Biology
Let ( boldsymbol{f}: boldsymbol{x}, boldsymbol{y}, boldsymbol{z} rightarrow(boldsymbol{a}, boldsymbol{b}, boldsymbol{c}) ) be a one-one function. It is known that only one of the following statements is true: (i) ( boldsymbol{f}(boldsymbol{x}) eq boldsymbol{b} ) (ii) ( f(y)=b ) (iii) ( f(z) eq a ) A ( . f={(x, a),(y, b),(z, c)} ) B. ( f={(x, b),(y, a),(z, c)} ) c. ( f={(x, b),(y, c),(z, c)} ) D. ( f={(x, b),(y, c),(z, a)} )	Maths
Who proposed cAMP mediated 'Cascade model' of enzyme regulation? A. Fischer B. Sutherland c. Sumner D. Koshland	Biology
Product of two integers with unlike signs is - A. 0 B. Positive c. Negative D. None of these	Maths
Consider the following statements: 1. The general solution of ( frac{d y}{d x}=f(x)+ ) ( x ) is of the form ( y=g(x)+c, ) where ( c ) is an arbitrary constant. 2. The degree of ( left(frac{d y}{d x}right)^{2}=f(x) ) is 2 Which of the above statements is/are correct? A. 1 only B. 2 only c. Both 1 and 2 D. Neither 1 nor 2	Maths
The circumference of a circular garden is ( 572 m . ) Outside the garden a road, ( 3.5 m ) wide, runs around it.Calculate the ( operatorname{cost} ) of repairing the road at the rate of Rs.375per 100.sq.m?	Maths
Give scientific name of Cabagge. Name the family to which it belongs.	Biology
A particle is thrown vertically upwards with a velocity of ( 4 m s^{-1} . ) The ratio of its accelerations after ( 1 s ) and ( 2 s ) of its motion is A . 2 B. 9.8 c. D. 4.9	Physics
For the reaction, ( 2 N_{2} O_{5}(g) longrightarrow ) ( 4 N O_{2}(g)+O_{2}(g), ) if the concentration of ( N O_{2} ) increases by ( 5.2 times 10^{-3} M ) in 100 sec, then the rate of reaction is: A ( cdot 1.3 times 10^{-5} M s^{-1} ) В ( cdot 5 times 10^{-4} mathrm{M} s^{-1} ) c. ( 7.6 times 10^{-4} M s^{-1} ) D. ( 2 times 10^{-3} M s^{-1} ) E ( .2 .5 times 10^{-5} M s^{-1} )	Chemistry
In electromagnetic induction, the induced E.M.F is independent of A. Change of flux B. Time c. Tesla D. weber	Physics
Temporary hardness of water can be removed by adding: A . ( N a O H ) в. ( N a_{2} C O_{3} ) ( mathbf{c} cdot C a(O H)_{2} ) D. ( M g C l_{2} )	Chemistry
A parallel plate capacitor with circular plates and a capacitance ( C ) has the radius of each plate doubled and the distance between the plates doubled. What is the new capacitance? ( ^{A} cdot frac{C}{2} ) в. ( C ) ( c cdot 2 C ) D. ( 4 C )	Physics
A box is placed on an inclined plane and has to be pushed down. The angle of inclination is : A. Equal to the angle of friction B. More than the angle of friction c. Equal to the angle of repose D. Less than the angle of repose	Physics
Which one moves with greatest speed: A . ( alpha ) -rays B. ( beta ) -rays c. ( gamma ) -rays D. cathode rays	Physics
A particle executing SHM has a maximum speed of ( 0.5 m s^{-1} ) and maximum acceleration of ( 1 m s^{-2} ) The angular frequency of oscillation is: A ( cdot 2 r a d s^{-1} ) B . 0.5 rads( ^{-1} ) C ( .2 pi r a d s^{-1} ) D. ( 0.5 pi r a d s^{-1} )	Physics
Which one of the following statements are correct? ( mathbf{A} cdot ) If ( g(x)(eq 0) ) and ( f(x) ) are two polynomials ( in F(x) ), then there exists unique polynomials ( q(x) ) and ( r(x) in F(x) ) such that ( f(x)=g(x) q(x)+r(x) ) where ( operatorname{deg} . r(x)< ) ( operatorname{deg} . g(x) ) B. If ( g(x)(eq 0) ) and ( f(x) ) are two polynomials ( in F(x) ), then there exists unique polynomials ( q(x) ) and ( r(x) in F(x) ) such that ( f(x)=g(x) q(x)+r(x) ) where ( operatorname{deg} . r(x) leq ) ( operatorname{deg} . g(x) ) C ( cdot ) If ( g(x)(eq 0) ) and ( f(x) ) are two polynomials ( in F(x) ), then there exists unique polynomials ( q(x) ) and ( r(x) in F(x) ) such that ( f(x)=g(x) q(x)+r(x) ) where either ( r(x)=0 ) or ( operatorname{deg} . r(x)<operatorname{deg} . g(x) ) D. If ( g(x)(eq 0) ) and ( f(x) ) are two polynomials ( in F(x) ), then there exists unique polynomials ( q(x) ) and ( r(x) in F(x) ) such that ( f(x)=g(x) q(x)+r(x) ) where ( f(x)=0 ) or ( operatorname{deg} . r(x)=operatorname{deg} . g(x) )	Maths
Find he equation of the line passing through (1,2,3) and perpendicular to the two lines ( frac{x}{1}=frac{y}{2}=frac{z}{-1} ) and ( frac{x-1}{3}=frac{y}{2}=frac{z}{6} )	Maths
Which of the following fruit developed from bicarpellary syncarpous ovary with false septum? A. siliqua B. Achene c. capsule D. All of the above	Biology
